fixture,mode,width,height,rays,steps_per_ray,field_samples,hits,misses,mean_bend,max_bend,validation
grin_radial_smoke_variant,radial_grin_smoke,320,176,56320,32,1802240,0,56320,0.0011781666,0.00671578944,PASS
