x,y,bend_magnitude,normalized_intensity
0,0,0,0
1,0,1.23669175E-05,0.00773111504
2,0,8.07595352E-05,0.0504864093
3,0,0.000162928306,0.101853795
4,0,0.000254167814,0.158891705
5,0,0.000351093539,0.219484325
6,0,0.000452240413,0.282715775
7,0,0.000555904331,0.347520742
8,0,0.000659126972,0.412049846
9,0,0.000761619849,0.476122742
10,0,0.000859814136,0.537508398
11,0,0.000953823964,0.596278159
12,0,0.00103989343,0.650084043
13,0,0.00111736964,0.698517899
14,0,0.0011856326,0.741192137
15,0,0.0012426438,0.776832398
16,0,0.00128804305,0.805213506
17,0,0.001321785,0.826307115
18,0,0.0013440552,0.840229217
19,0,0.00135510189,0.847134997
20,0,0.00135510189,0.847134997
21,0,0.00134405521,0.840229222
22,0,0.001321785,0.826307115
23,0,0.00128804303,0.805213496
24,0,0.0012426438,0.776832398
25,0,0.0011856326,0.741192137
26,0,0.00111736962,0.698517887
27,0,0.00103989343,0.650084043
28,0,0.000953823729,0.596278013
29,0,0.000859814136,0.537508398
30,0,0.000761619849,0.476122742
31,0,0.000659126873,0.412049784
32,0,0.000555904331,0.347520742
33,0,0.00045224042,0.282715779
34,0,0.000351093539,0.219484325
35,0,0.000254167814,0.158891705
36,0,0.000162928259,0.101853766
37,0,8.07595352E-05,0.0504864093
38,0,1.23670337E-05,0.00773118772
39,0,0,0
0,1,0,0
1,1,4.72728472E-05,0.029552378
2,1,0.000127536565,0.0797288298
3,1,0.000218671832,0.136701574
4,1,0.000317687422,0.198600662
5,1,0.000422613605,0.264194728
6,1,0.000531223121,0.33209141
7,1,0.000641053445,0.400751274
8,1,0.00075208457,0.470161812
9,1,0.000859814125,0.537508391
10,1,0.000964461879,0.602928398
11,1,0.00106173111,0.663735758
12,1,0.00115144857,0.719822171
13,1,0.00123125101,0.769710253
14,1,0.0012993256,0.812266737
15,1,0.00135510203,0.847135086
16,1,0.0013990652,0.874618434
17,1,0.0014313544,0.894803862
18,1,0.00145222451,0.907850703
19,1,0.00146241714,0.914222577
20,1,0.00146241714,0.914222577
21,1,0.00145222452,0.907850709
22,1,0.0014313544,0.894803862
23,1,0.00139906529,0.874618489
24,1,0.00135510203,0.847135086
25,1,0.0012993256,0.812266737
26,1,0.00123125105,0.769710278
27,1,0.00115144857,0.719822171
28,1,0.00106173113,0.663735772
29,1,0.000964461879,0.602928398
30,1,0.000859814125,0.537508391
31,1,0.000752084588,0.470161823
32,1,0.000641053445,0.400751274
33,1,0.000531223121,0.33209141
34,1,0.000422613605,0.264194728
35,1,0.000317687422,0.198600662
36,1,0.000218671235,0.136701201
37,1,0.000127536565,0.0797288298
38,1,4.72728481E-05,0.0295523785
39,1,0,0
0,2,1.23668477E-05,0.00773107143
1,2,8.52065225E-05,0.0532664206
2,2,0.000173799123,0.108649631
3,2,0.000272895564,0.170599263
4,2,0.000379272878,0.237100494
5,2,0.00049089002,0.306877378
6,2,0.000606369827,0.379068987
7,2,0.00072374676,0.452446575
8,2,0.000839415527,0.524756312
9,2,0.000953823964,0.596278159
10,2,0.00106173115,0.663735785
11,2,0.00116283565,0.726940743
12,2,0.00125402237,0.783945651
13,2,0.00133294297,0.83328246
14,2,0.00139906527,0.874618481
15,2,0.00145222444,0.907850664
16,2,0.00149189309,0.932649313
17,2,0.00151931812,0.949793931
18,2,0.00153619147,0.96034222
19,2,0.00154412913,0.965304408
20,2,0.00154412913,0.965304408
21,2,0.00153619153,0.960342255
22,2,0.00151931812,0.949793931
23,2,0.00149189316,0.932649357
24,2,0.00145222444,0.907850664
25,2,0.00139906527,0.874618481
26,2,0.00133294314,0.833282566
27,2,0.00125402237,0.783945651
28,2,0.00116283565,0.726940743
29,2,0.00106173115,0.663735785
30,2,0.000953823964,0.596278159
31,2,0.000839415659,0.524756395
32,2,0.00072374676,0.452446575
33,2,0.000606369824,0.379068986
34,2,0.00049089002,0.306877378
35,2,0.000379272878,0.237100494
36,2,0.000272895566,0.170599264
37,2,0.000173799123,0.108649631
38,2,8.52065225E-05,0.0532664206
39,2,1.23668477E-05,0.00773107143
0,3,3.93917427E-05,0.0246255459
1,3,0.000122572328,0.0766254624
2,3,0.000218671448,0.136701335
3,3,0.00032421292,0.202680044
4,3,0.000437354692,0.273410043
5,3,0.000555904288,0.347520715
6,3,0.000677373451,0.423456539
7,3,0.000800175345,0.500225514
8,3,0.000922135861,0.576468504
9,3,0.00103989343,0.650084043
10,3,0.00115144849,0.719822121
11,3,0.00125402209,0.78394548
12,3,0.00134405522,0.840229225
13,3,0.00142071474,0.888152534
14,3,0.0014822685,0.926632551
15,3,0.00152790844,0.955164123
16,3,0.00155886769,0.974518143
17,3,0.00157760509,0.986231734
18,3,0.00158737932,0.992342042
19,3,0.0015913027,0.99479472
20,3,0.0015913027,0.99479472
21,3,0.00158737945,0.992342122
22,3,0.00157760509,0.986231734
23,3,0.00155886766,0.97451812
24,3,0.00152790844,0.955164123
25,3,0.0014822685,0.926632551
26,3,0.00142071475,0.888152541
27,3,0.00134405522,0.840229225
28,3,0.00125402237,0.783945651
29,3,0.00115144849,0.719822121
30,3,0.00103989343,0.650084043
31,3,0.000922135812,0.576468474
32,3,0.000800175345,0.500225514
33,3,0.000677373487,0.423456562
34,3,0.000555904288,0.347520715
35,3,0.000437354692,0.273410043
36,3,0.000324212673,0.20267989
37,3,0.000218671448,0.136701335
38,3,0.000122572304,0.0766254471
39,3,3.93917427E-05,0.0246255459
0,4,6.75474315E-05,0.0422269304
1,4,0.000157796801,0.0986458609
2,4,0.000260378068,0.162774014
3,4,0.000372175499,0.232663605
4,4,0.000490889689,0.306877171
5,4,0.000614924453,0.384416868
6,4,0.000742599044,0.464231984
7,4,0.000870098861,0.543937841
8,4,0.000996590447,0.623013407
9,4,0.00111736962,0.698517887
10,4,0.00123125102,0.769710262
11,4,0.00133294297,0.833282463
12,4,0.00142071484,0.888152594
13,4,0.00149189293,0.932649212
14,4,0.00154412911,0.965304397
15,4,0.0015776051,0.986231735
16,4,0.00159450223,0.996794894
17,4,0.00159962921,1
18,4,0.00159802738,0.99899862
19,4,0.00159540219,0.997357496
20,4,0.00159540219,0.997357496
21,4,0.00159802743,0.99899865
22,4,0.00159962921,1
23,4,0.00159450212,0.996794825
24,4,0.0015776051,0.986231735
25,4,0.00154412911,0.965304397
26,4,0.0014918931,0.932649319
27,4,0.00142071484,0.888152594
28,4,0.00133294325,0.833282639
29,4,0.00123125102,0.769710262
30,4,0.00111736962,0.698517887
