x,y,bend_magnitude,normalized_intensity
0,0,0,0
1,0,1.48506218E-05,0.00775736498
2,0,9.70281322E-05,0.0506835772
3,0,0.000195791693,0.102273672
4,0,0.00030549039,0.159575841
5,0,0.000422040909,0.220457124
6,0,0.000543671513,0.283992039
7,0,0.000668318669,0.349102678
8,0,0.00079240194,0.413918767
9,0,0.000915572351,0.478258015
10,0,0.0010335123,0.539865079
11,0,0.00114636859,0.59881665
12,0,0.00124960915,0.652745347
13,0,0.00134246259,0.701248236
14,0,0.00142420721,0.743948319
15,0,0.00149240606,0.779572646
16,0,0.00154665513,0.807910168
17,0,0.00158693611,0.828951324
18,0,0.00161350259,0.842828584
19,0,0.00162667271,0.849708119
20,0,0.00162667271,0.849708119
21,0,0.00161350261,0.842828593
22,0,0.00158693611,0.828951324
23,0,0.0015466551,0.807910153
24,0,0.00149240606,0.779572646
25,0,0.00142420721,0.743948319
26,0,0.00134246259,0.701248232
27,0,0.00124960915,0.652745347
28,0,0.0011463686,0.598816654
29,0,0.0010335123,0.539865079
30,0,0.000915572351,0.478258015
31,0,0.000792401788,0.413918688
32,0,0.000668318669,0.349102678
33,0,0.000543671513,0.283992039
34,0,0.000422040909,0.220457124
35,0,0.00030549039,0.159575841
36,0,0.00019579139,0.102273514
37,0,9.70281322E-05,0.0506835772
38,0,1.48506493E-05,0.00775737938
39,0,0,0
0,1,0,0
1,1,5.67896309E-05,0.0296646094
2,1,0.000153249493,0.0800513453
3,1,0.000262811513,0.137282119
4,1,0.000381871548,0.199474273
5,1,0.000508048574,0.265384055
6,1,0.00063864468,0.333602185
7,1,0.000770676207,0.402570122
8,1,0.000904116762,0.472274078
9,1,0.00103351231,0.539865085
10,1,0.001159134,0.605484781
11,1,0.00127578745,0.666419833
12,1,0.00138328253,0.722570922
13,1,0.00147878274,0.772456372
14,1,0.00156012785,0.814947772
15,1,0.0016266727,0.849708115
16,1,0.00167904475,0.877065161
17,1,0.0017174504,0.897126719
18,1,0.00174224113,0.910076397
19,1,0.00175433666,0.916394614
20,1,0.00175433666,0.916394614
21,1,0.00174224113,0.910076394
22,1,0.0017174504,0.897126719
23,1,0.00167904482,0.877065195
24,1,0.0016266727,0.849708115
25,1,0.00156012785,0.814947772
26,1,0.00147878256,0.77245628
27,1,0.00138328253,0.722570922
28,1,0.00127578765,0.666419936
29,1,0.001159134,0.605484781
30,1,0.00103351231,0.539865085
31,1,0.000904116559,0.472273972
32,1,0.000770676207,0.402570122
33,1,0.00063864468,0.333602185
34,1,0.000508048574,0.265384055
35,1,0.000381871548,0.199474273
36,1,0.000262810939,0.137281819
37,1,0.000153249493,0.0800513453
38,1,5.67896316E-05,0.0296646097
39,1,0,0
0,2,1.48504535E-05,0.00775727709
1,2,0.000102372474,0.0534752457
2,2,0.000208861556,0.109100841
3,2,0.000328010673,0.171339527
4,2,0.000455929753,0.238159288
5,2,0.000590145138,0.308267983
6,2,0.000728985933,0.380792807
7,2,0.000870066895,0.454487803
8,2,0.00100901414,0.527068231
9,2,0.00114636859,0.59881665
10,2,0.00127578765,0.666419936
11,2,0.00139691726,0.729693153
12,2,0.00150600649,0.786676963
13,2,0.00160024901,0.835905445
14,2,0.00167904473,0.877065148
15,2,0.00174224092,0.910076288
16,2,0.00178926062,0.934637478
17,2,0.00182166168,0.951562483
18,2,0.0018415352,0.961943607
19,2,0.00185086024,0.966814631
20,2,0.00185086024,0.966814631
21,2,0.00184153524,0.961943629
22,2,0.00182166168,0.951562483
23,2,0.0017892606,0.934637467
24,2,0.00174224092,0.910076288
25,2,0.00167904473,0.877065148
26,2,0.00160024895,0.835905414
27,2,0.00150600649,0.786676963
28,2,0.00139691735,0.7296932
29,2,0.00127578765,0.666419936
30,2,0.00114636859,0.59881665
31,2,0.00100901418,0.527068251
32,2,0.000870066895,0.454487803
33,2,0.000728985905,0.380792792
34,2,0.000590145138,0.308267983
35,2,0.000455929753,0.238159288
36,2,0.000328010682,0.171339532
37,2,0.000208861556,0.109100841
38,2,0.000102372474,0.0534752457
39,2,1.48504535E-05,0.00775727709
0,3,4.73209249E-05,0.0247185398
1,3,0.000147282126,0.0769342339
2,3,0.000262810908,0.137281803
3,3,0.000389716532,0.203572175
4,3,0.000525772737,0.274642441
5,3,0.000668318685,0.349102687
6,3,0.00081433568,0.425376067
7,3,0.000961888521,0.502451712
8,3,0.00110833823,0.578951123
9,3,0.00124960915,0.652745347
10,3,0.00138328247,0.722570889
11,3,0.00150600655,0.786676994
12,3,0.00161350254,0.842828557
13,3,0.00170480259,0.890520016
14,3,0.0017778663,0.928685544
15,3,0.00183178727,0.95685168
16,3,0.00186812327,0.97583214
17,3,0.00188991098,0.987213158
18,3,0.00190112919,0.993073101
19,3,0.00190556785,0.995391675
20,3,0.00190556785,0.995391675
21,3,0.00190112931,0.993073164
22,3,0.00188991098,0.987213158
23,3,0.00186812336,0.975832189
24,3,0.00183178727,0.95685168
25,3,0.0017778663,0.928685544
26,3,0.00170480259,0.890520014
27,3,0.00161350254,0.842828557
28,3,0.00150600649,0.786676963
29,3,0.00138328247,0.722570889
30,3,0.00124960915,0.652745347
31,3,0.00110833807,0.578951043
32,3,0.000961888521,0.502451712
33,3,0.000814335681,0.425376068
34,3,0.000668318685,0.349102687
35,3,0.000525772737,0.274642441
36,3,0.000389716226,0.203572015
37,3,0.000262810908,0.137281803
38,3,0.000147282184,0.0769342643
39,3,4.73209249E-05,0.0247185398
0,4,8.11506044E-05,0.042389798
1,4,0.000189622911,0.0990513497
2,4,0.000312958254,0.163476751
3,4,0.000447394585,0.23370086
4,4,0.000590144926,0.308267873
5,4,0.000739268905,0.386164216
6,4,0.000892719029,0.466320363
7,4,0.00104586417,0.546317197
8,4,0.00119767808,0.625618655
9,4,0.00134246259,0.701248232
10,4,0.00147878258,0.772456292
11,4,0.001600249,0.83590544
12,4,0.00170480256,0.890519997
13,4,0.00178926006,0.934637187
14,4,0.00185086045,0.966814743
15,4,0.00188991112,0.987213234
16,4,0.00190912967,0.997252229
17,4,0.00191438988,0.999999947
18,4,0.00191182441,0.998659851
19,4,0.00190834162,0.996840583
20,4,0.00190834162,0.996840583
21,4,0.00191182445,0.998659875
22,4,0.00191438988,0.999999947
23,4,0.00190912966,0.997252225
24,4,0.00188991112,0.987213234
25,4,0.00185086045,0.966814743
26,4,0.00178926056,0.934637445
27,4,0.00170480256,0.890519997
28,4,0.00160024898,0.83590543
29,4,0.00147878258,0.772456292
30,4,0.00134246259,0.701248232
31,4,0.00119767808,0.625618652
32,4,0.00104586417,0.546317197
33,4,0.000892719029,0.466320363
34,4,0.000739268905,0.386164216
35,4,0.000590144926,0.308267873
36,4,0.000447394346,0.233700736
37,4,0.000312958254,0.163476751
