fixture,mode,width,height,rays,steps_per_ray,field_samples,hits,misses,mean_bend,max_bend,validation
grin_radial_smoke_observer_variant,radial_grin_smoke,40,22,880,32,28160,0,880,0.000958973251,0.00562446611,PASS
