x,y,bend_magnitude,normalized_intensity
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,1.85329495E-05,0.011585456
5,0,5.21786692E-05,0.0326183199
6,0,9.00448601E-05,0.0562895164
7,0,0.000130871257,0.081811219
8,0,0.000173785007,0.108637783
9,0,0.00021904424,0.136930574
10,0,0.000265818367,0.166170366
11,0,0.000313906491,0.196231573
12,0,0.000363034494,0.226942838
13,0,0.000413342063,0.258391482
14,0,0.000463477879,0.289732758
15,0,0.000514995204,0.321937653
16,0,0.000566283452,0.353999346
17,0,0.000616926224,0.385657535
18,0,0.000667847966,0.417490115
19,0,0.000718341995,0.44905532
20,0,0.000767624168,0.47986296
21,0,0.000815520384,0.509804201
22,0,0.000862451699,0.539142256
23,0,0.00090830725,0.567807821
24,0,0.000952173134,0.59522959
25,0,0.000993872819,0.621297209
26,0,0.0010332648,0.64592222
27,0,0.00107020445,0.669014208
28,0,0.00110486597,0.690682076
29,0,0.00113733542,0.710979625
30,0,0.00116695423,0.729495153
31,0,0.00119365865,0.746188821
32,0,0.00121740746,0.761034855
33,0,0.00123816851,0.774013159
34,0,0.00125593799,0.785121348
35,0,0.00127071336,0.794357838
36,0,0.0012825072,0.801730489
37,0,0.00129132639,0.807243608
38,0,0.00129720441,0.810918124
39,0,0.00130013476,0.812749965
40,0,0.0013001347,0.812749924
41,0,0.00129720441,0.810918124
42,0,0.00129132639,0.807243608
43,0,0.0012825072,0.801730489
44,0,0.00127071337,0.794357844
45,0,0.00125593802,0.785121369
46,0,0.00123816851,0.774013159
47,0,0.00121740746,0.761034855
48,0,0.00119365865,0.746188821
49,0,0.00116695431,0.729495203
50,0,0.00113733541,0.710979617
51,0,0.00110486597,0.690682076
52,0,0.00107020445,0.669014208
53,0,0.0010332648,0.64592222
54,0,0.000993872692,0.62129713
55,0,0.000952172974,0.59522949
56,0,0.00090830725,0.567807821
57,0,0.000862451699,0.539142256
58,0,0.000815520384,0.509804201
59,0,0.000767624167,0.47986296
60,0,0.000718342008,0.449055328
61,0,0.000667847966,0.417490115
62,0,0.000616926224,0.385657535
63,0,0.000566283452,0.353999346
64,0,0.000514995092,0.321937583
65,0,0.000463477996,0.289732831
66,0,0.000413342063,0.258391482
67,0,0.000363034494,0.226942838
68,0,0.000313906491,0.196231573
69,0,0.000265818318,0.166170335
70,0,0.000219044424,0.136930688
71,0,0.000173785007,0.108637783
72,0,0.000130871257,0.081811219
73,0,9.00448601E-05,0.0562895164
74,0,5.21786702E-05,0.0326183205
75,0,1.85329039E-05,0.0115854275
76,0,0,0
77,0,0,0
78,0,0,0
79,0,0,0
0,1,0,0
1,1,0,0
2,1,0,0
3,1,8.06872649E-06,0.00504398264
4,1,3.7786662E-05,0.0236214807
5,1,7.50095256E-05,0.0468905156
6,1,0.000115416273,0.0721498838
7,1,0.000158483333,0.0990722864
8,1,0.000204247053,0.127680446
9,1,0.000251254896,0.15706634
10,1,0.00030045737,0.187824158
11,1,0.000350273436,0.21896555
12,1,0.000402006156,0.251305095
13,1,0.00045370404,0.283622863
14,1,0.000506594357,0.316686053
15,1,0.000559783483,0.349936037
16,1,0.000612464879,0.382868626
17,1,0.000665476247,0.416007488
18,1,0.000718342006,0.449055327
19,1,0.000770117729,0.481421754
20,1,0.000820620627,0.512992503
21,1,0.000870486766,0.544165197
22,1,0.000919207613,0.574621937
23,1,0.000966011504,0.603880335
24,1,0.00101070743,0.631820984
25,1,0.00105311534,0.658331338
26,1,0.00109309854,0.683325937
27,1,0.00113141877,0.70728096
28,1,0.00116695411,0.729495083
29,1,0.00119959494,0.749899757
30,1,0.00122927548,0.768453884
31,1,0.00125593829,0.785121539
32,1,0.00127955951,0.799887807
33,1,0.00130013461,0.812749872
